,eng,mani
37,that passion and anger are formidable enemies krishn urged arjun to kill them,ꯄꯥꯃꯖꯕꯥ ꯑꯃꯁꯨꯡ ꯑꯁꯥꯑꯣꯕꯥ ꯑꯁꯤ ꯌꯥꯝꯅꯥ ꯁꯥꯊꯤꯕꯥ ꯌꯦꯛꯅꯕꯁꯤꯡꯅꯤ ꯍꯥꯌꯕꯥ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯑꯔꯖꯨꯅꯗꯥ ꯃꯈꯣꯌꯕꯨ ꯍꯥꯠꯅꯕꯥ ꯇꯀꯁꯤꯅꯈꯤ꯫
38,arjun found it most painful,ꯑꯔꯖꯨꯅꯅꯥ ꯃꯁꯤ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯑꯋꯥꯕꯥ ꯑꯣꯏꯅꯥ ꯎꯈꯤ꯫
39,lord krishn thereupon told him that beyond the body there are the senses beyond the senses there is the mind beyond the mind there is the intellect and beyond all these there is the self the power at whose behest he is driven to all his actions,ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯚꯒꯕꯥꯟ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯍꯥꯌꯈꯤ ꯃꯗꯨꯗꯤ ꯍꯀꯆꯥꯡꯒꯤ ꯃꯄꯥꯟꯗꯥ ꯏꯟꯗ꯭ꯔꯤꯁꯤꯡꯒꯤ ꯃꯄꯥꯟꯗꯥ ꯏꯟꯗ꯭ꯔꯤꯁꯤꯡ ꯂꯩ ꯋꯥꯈꯂꯒꯤ ꯃꯄꯥꯟꯗꯥ ꯋꯥꯈꯜ ꯂꯩꯔꯤ ꯑꯃꯁꯨꯡ ꯃꯁꯤ ꯄꯨꯝꯅꯃꯛ ꯑꯁꯤꯒꯤ ꯃꯊꯛꯇꯥ ꯃꯍꯥꯛꯀꯤ ꯌꯥꯊꯪ ꯃꯇꯨꯡ ꯏꯟꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯊꯕꯛ ꯄꯨꯝꯅꯃꯛꯇꯥ ꯊꯧꯅꯥ ꯍꯥꯞꯂꯤꯕꯥ ꯁꯛꯇꯤ ꯑꯗꯨ ꯂꯩꯔꯤ |
40,to act with a clear understanding of ones own strength and with dependence on ones own ability is the way of knowledge,ꯃꯁꯥꯒꯤ ꯄꯥꯉ꯭ꯒꯂꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯃꯌꯦꯛ ꯁꯦꯡꯅꯥ ꯈꯉꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯁꯥꯒꯤ ꯇꯧꯕꯥ ꯉꯝꯕꯒꯤ ꯃꯈꯥ ꯄꯣꯟꯅꯥ ꯊꯕꯛ ꯇꯧꯕꯥ ꯍꯥꯌꯕꯁꯤ ꯂꯧꯁꯤꯡꯒꯤ ꯂꯝꯕꯤꯅꯤ꯫
41,lord krishn prompted arjun to concentrate his mind on him and fight dedicating all his actions to him and in total freedom from attachment and grief,ꯚꯒꯕꯥꯟ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯑꯔꯖꯨꯅꯕꯨ ꯃꯍꯥꯛꯀꯤ ꯋꯥꯈꯜ ꯑꯗꯨ ꯃꯍꯥꯛꯀꯤ ꯃꯐꯃꯗꯥ ꯊꯝꯅꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯊꯕꯛ ꯄꯨꯝꯅꯃꯛ ꯃꯍꯥꯛꯀꯤꯗꯃꯛꯇꯥ ꯀꯠꯊꯣꯛꯇꯨꯅꯥ ꯑꯃꯁꯨꯡ ꯑꯦꯇꯦꯆꯃꯦꯟꯇ ꯑꯃꯁꯨꯡ ꯁꯣꯛꯅ-ꯁꯝꯅꯗꯒꯤ ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯅꯥꯟꯊꯣꯛꯅꯕꯥ ꯂꯥꯟꯊꯦꯡꯅꯅꯕꯥ ꯊꯧꯅꯥ ꯍꯥꯞꯄꯤꯈꯤ꯫
42,to perform a deed with a sense of surrender to the worshiped god is the way of selfless action,ꯈꯨꯔꯨꯃꯖꯔꯤꯕꯥ ꯏꯁ꯭ꯕꯔꯗꯥ ꯊꯥꯖꯕꯥ ꯊꯃꯗꯨꯅꯥ ꯊꯕꯛ ꯑꯃꯥ ꯄꯥꯡꯊꯣꯀꯄꯥ ꯍꯥꯌꯕꯁꯤ ꯃꯁꯥꯒꯤ ꯑꯣꯏꯖꯕꯥ ꯊꯤꯗꯅꯥ ꯊꯕꯛ ꯇꯧꯕꯒꯤ ꯂꯝꯕꯤꯅꯤ꯫
43,so the action in the two ways is the same and so is the final outcome,ꯑꯗꯨꯅꯥ ꯃꯑꯣꯡ ꯑꯅꯤꯗꯥ ꯑꯦꯛꯁꯟ ꯑꯁꯤ ꯑꯃꯒꯥ ꯑꯃꯒꯥ ꯃꯥꯟꯅꯩ ꯑꯃꯁꯨꯡ ꯑꯔꯣꯏꯕꯥ ꯐꯜ ꯑꯗꯨꯁꯨ ꯑꯗꯨꯃꯛ ꯑꯣꯏ꯫
44,stressing the same krishn now says that the achievement of renunciation of the ultimate cessation of good as well as evil actions is impossible without selfless action,ꯆꯞ ꯃꯥꯟꯅꯕꯥ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯍꯧꯖꯤꯛ ꯍꯥꯌꯔꯤ ꯃꯗꯨꯗꯤ ꯑꯐꯕꯥ ꯇꯧꯕꯇꯥ ꯅꯠꯇꯅꯥ ꯐꯠꯇꯕꯥ ꯊꯕꯀꯁꯤꯡꯒꯤ ꯑꯔꯣꯏꯕꯥ ꯂꯣꯏꯁꯤꯅꯕꯒꯤ ꯃꯥꯏꯄꯥꯀꯄꯥ ꯑꯁꯤ ꯃꯁꯥꯒꯤ ꯑꯣꯏꯖꯕꯥ ꯊꯤꯗꯅꯥ ꯊꯕꯛ ꯇꯧꯗꯅꯥ ꯑꯣꯏꯊꯣꯛꯂꯣꯏ |
45,there is no way by which we may sit idly just telling ourselves i am god pure and wise,ꯑꯩꯍꯥꯛ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯁꯦꯡꯂꯕꯥ ꯑꯃꯁꯨꯡ ꯂꯧꯁꯤꯡ ꯂꯩꯕꯥ ꯏꯄꯨꯔꯣꯌꯅꯤ ꯍꯥꯌꯅꯥ ꯑꯩꯈꯣꯌꯅꯥ ꯏꯁꯥꯃꯀꯄꯨ ꯁꯨꯞꯅꯇꯒꯤ ꯐꯃꯗꯨꯅꯥ ꯂꯩꯕꯥ ꯌꯥꯕꯒꯤ ꯃꯑꯣꯡ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ꯫
46,for me there is no action and no bondage,ꯑꯩꯒꯤꯗꯃꯛꯇꯗꯤ ꯑꯦꯛꯁꯟ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ ꯑꯃꯁꯨꯡ ꯕꯣꯟꯗꯦꯖ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ꯫
47,even if i may appear as participating in evil it is really only my senses functioning according to their nature,ꯑꯩꯅꯥ ꯐꯠꯇꯕꯗꯥ ꯁꯔꯨꯛ ꯌꯥꯕꯥ ꯑꯣꯏꯅꯥ ꯎꯕꯥ ꯐꯪꯂꯕꯁꯨ ꯇꯁꯦꯡꯅꯥ ꯑꯩꯒꯤ ꯏꯟꯗ꯭ꯔꯤꯁꯤꯡ ꯈꯛꯇꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯃꯑꯣꯡ ꯃꯇꯧꯒꯤ ꯃꯇꯨꯡ ꯏꯟꯅꯥ ꯊꯕꯛ ꯇꯧꯏ꯫
48,there is no such hypocrisy in krishns words,ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯒꯤ ꯋꯥꯍꯩꯗꯥ ꯑꯁꯤꯒꯨꯝꯕꯥ ꯃꯤꯅꯝꯕꯥ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ꯫
49,even he the yogeshwar cannot without the required action bestow the ultimate state upon a beloved friend like arjun,ꯃꯍꯥꯛ ꯐꯥꯑꯣꯕꯥ ꯌꯣꯒꯦꯁ꯭ꯕꯔꯅꯥ ꯃꯊꯧ ꯇꯥꯕꯥ ꯊꯕꯛ ꯑꯗꯨ ꯌꯥꯑꯣꯗꯅꯥ ꯑꯔꯖꯨꯅꯒꯨꯝꯕꯥ ꯅꯨꯡꯁꯤꯖꯔꯕꯥ ꯃꯔꯨꯞ ꯑꯃꯗꯥ ꯑꯔꯣꯏꯕꯥ ꯐꯤꯚꯝ ꯑꯗꯨ ꯄꯤꯕꯥ ꯉꯃꯗꯦ |
50,if he were able to do this there would be no need for the geeta,ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯍꯥꯛꯅꯥ ꯃꯁꯤ ꯇꯧꯕꯥ ꯉꯝꯂꯕꯗꯤ ꯒꯤꯇꯥꯒꯤ ꯃꯊꯧ ꯇꯥꯕꯥ ꯂꯩꯔꯃꯂꯣꯏ꯫
51,action has to be accomplished,ꯑꯦꯛꯁꯟ ꯑꯁꯤ ꯃꯄꯨꯡ ꯐꯥꯍꯅꯒꯗꯕꯅꯤ꯫
52,the stage of renunciation can be achieved only through action and the one who does it soon realizes god,ꯊꯥꯗꯣꯀꯄꯒꯤ ꯇꯥꯉ꯭ꯀꯛ ꯑꯁꯤ ꯊꯕꯛ ꯈꯛꯇꯅꯥ ꯐꯪꯕꯥ ꯉꯃꯒꯅꯤ ꯑꯃꯁꯨꯡ ꯃꯁꯤ ꯇꯧꯔꯤꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨꯅꯥ ꯑꯊꯨꯕꯥ ꯃꯇꯃꯗꯥ ꯏꯁ꯭ꯕꯔꯕꯨ ꯈꯉꯕꯥ ꯉꯝꯃꯤ꯫
53,krishn now speaks about the characteristic marks of the who is blessed with selfless action,ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯍꯧꯖꯤꯛ ꯃꯁꯥꯒꯤ ꯑꯣꯏꯖꯕꯥ ꯊꯤꯗꯅꯥ ꯊꯕꯛ ꯇꯧꯗꯨꯅꯥ ꯊꯧꯖꯥꯜ ꯐꯪꯂꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨꯒꯤ ꯃꯁꯛ ꯅꯥꯏꯕꯥ ꯃꯁꯀꯁꯤꯡꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯋꯥ ꯉꯥꯡꯂꯤ |
54,the doer who is in perfect control of his body through a conquest of his senses pure at heart and single mindedly devoted to the god of all beings is untainted by action even though he is engaged in it,ꯊꯝꯃꯣꯌ ꯁꯦꯡꯅꯥ ꯁꯦꯡꯂꯕꯥ ꯑꯃꯁꯨꯡ ꯋꯥꯈꯜ ꯑꯃꯈꯛꯇꯅꯥ ꯖꯤꯕ ꯈꯨꯗꯤꯡꯃꯛꯀꯤ ꯏꯁ꯭ꯕꯔꯗꯥ ꯀꯠꯊꯣꯀꯄꯥ ꯃꯍꯥꯛꯀꯤ ꯏꯟꯗ꯭ꯔꯤꯁꯤꯡꯕꯨ ꯃꯥꯏꯊꯤꯕꯥ ꯄꯤꯕꯒꯤ ꯈꯨꯠꯊꯥꯡꯗꯥ ꯃꯍꯥꯛꯀꯤ ꯍꯀꯆꯥꯡꯕꯨ ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯀꯟꯠꯔꯣꯜ ꯇꯧꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨ ꯊꯕꯛꯇꯥ ꯌꯥꯑꯣꯔꯕꯁꯨ ꯊꯕꯛꯅꯥ ꯁꯣꯀꯍꯟꯗꯦ꯫
55,that man is possessed of yog of selfless action who has conquered the body whose senses are subdued whose thoughts and feelings are spotlessly clean and who has realized his identity with god the spirit of all beings,"ꯃꯤꯑꯣꯏ ꯑꯗꯨꯅꯥ ꯃꯁꯥꯒꯤ ꯑꯣꯏꯖꯕꯥ ꯊꯤꯗꯅꯥ ꯊꯕꯛ ꯇꯧꯕꯒꯤ ꯌꯣꯒꯅꯥ ꯊꯜꯂꯕꯥ, ꯃꯍꯥꯛꯀꯤ ꯋꯥꯈꯜ ꯑꯃꯁꯨꯡ ꯋꯥꯈꯜ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯑꯗꯨ ꯃꯁꯛ ꯊꯣꯛꯅꯥ ꯁꯦꯡꯂꯕꯥ ꯑꯃꯁꯨꯡ ꯖꯤꯕ ꯄꯨꯝꯅꯃꯛꯀꯤ ꯊꯋꯥꯌ ꯑꯣꯏꯔꯤꯕꯥ ꯏꯁ꯭ꯕꯔꯒꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯁꯛ ꯑꯗꯨ ꯈꯉꯕꯥ ꯉꯝꯕꯥ ꯍꯀꯆꯥꯡ ꯑꯗꯨꯕꯨ ꯃꯥꯏꯊꯤꯕꯥ ꯄꯤꯔꯦ |"
56,he remains unblemished even though he is involved in action because his deeds are aimed at garnering seeds of the highest good for those who lag behind,ꯃꯍꯥꯛ ꯊꯕꯛꯇꯥ ꯌꯥꯑꯣꯔꯕꯁꯨ ꯃꯍꯥꯛ ꯑꯁꯣꯏꯕꯥ ꯂꯩꯇꯅꯥ ꯂꯩꯔꯤ ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛꯀꯤ ꯊꯕꯀꯁꯤꯡ ꯑꯁꯤꯅꯥ ꯇꯨꯡꯗꯥ ꯂꯩꯔꯤꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤꯗꯃꯛ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯋꯥꯡꯕꯥ ꯑꯐꯕꯥ ꯃꯍꯩꯁꯤꯡ ꯈꯣꯃꯖꯤꯟꯅꯕꯥ ꯄꯥꯟꯗꯝ ꯊꯝꯂꯤ꯫
57,he is untainted because he dwells in the essence that is god the fountain head of the vitality of all beings,ꯃꯍꯥꯛ ꯑꯁꯤ ꯑꯁꯪꯕꯥ ꯂꯩꯇꯦ ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛ ꯖꯤꯕ ꯄꯨꯝꯅꯃꯛꯀꯤ ꯍꯤꯡꯕꯒꯤ ꯏꯁꯤꯡ ꯇꯨꯡꯁꯤꯅꯕꯥ ꯑꯣꯏꯔꯤꯕꯥ ꯏꯁ꯭ꯕꯔ ꯑꯣꯏꯔꯤꯕꯥ ꯇꯁꯦꯡꯕꯗꯥ ꯂꯩ꯫
58,there is nothing for him hereafter for which he should quest,ꯃꯍꯥꯛꯀꯤꯗꯃꯛ ꯇꯨꯡꯗꯥ ꯊꯤꯖꯤꯅꯒꯗꯕꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ꯫
59,at the same time there can be no attachment to what he has left behind because they have all paled into insignificance,ꯃꯇꯝ ꯑꯗꯨꯃꯛꯇꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯊꯃꯈꯤꯕꯁꯤꯡ ꯑꯗꯨꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯑꯦꯇꯦꯆꯃꯦꯟꯇ ꯑꯃꯠꯇꯥ ꯂꯩꯕꯥ ꯌꯥꯔꯣꯏ ꯃꯔꯃꯗꯤ ꯃꯈꯣꯌ ꯄꯨꯝꯅꯃꯛ ꯃꯔꯨ ꯑꯣꯏꯗꯕꯥ ꯑꯣꯏꯔꯀꯈꯤ꯫
60,so he is not engulfed by his deeds,ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯊꯕꯀꯁꯤꯡꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯂꯃꯖꯤꯡꯕꯤꯗꯦ꯫
61,thus we have here a picture of the ultimate stage of the worshiper who has achieved selfless action,ꯑꯁꯨꯝꯅꯥ ꯑꯩꯈꯣꯌꯅꯥ ꯃꯐꯝ ꯑꯁꯤꯗꯥ ꯃꯁꯥꯒꯤ ꯑꯣꯏꯖꯕꯥ ꯊꯤꯗꯅꯥ ꯊꯕꯛ ꯇꯧꯕꯥ ꯉꯝꯕꯥ ꯏꯁ꯭ꯕꯔꯒꯤ ꯑꯔꯣꯏꯕꯥ ꯇꯥꯉ꯭ꯀꯛꯀꯤ ꯄꯤꯀꯆꯔ ꯑꯃꯥ ꯂꯩꯔꯤ꯫
62,lord krishn explains again why this man blessed with yog remains unattached to action,ꯌꯣꯒꯒꯤ ꯊꯧꯖꯥꯜ ꯐꯪꯂꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯁꯤꯅꯥ ꯀꯔꯤꯒꯤꯗꯃꯛꯇꯥ ꯊꯕꯛꯇꯥ ꯌꯥꯑꯣꯗꯅꯥ ꯂꯩꯔꯤꯕꯅꯣ ꯍꯥꯌꯕꯁꯤ ꯚꯒꯕꯥꯟ ꯀ꯭ꯔ꯭ꯏꯁ꯭ꯅꯅꯥ ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯐꯣꯡꯗꯣꯀꯏ꯫
63,the man who perceives in whatever he is doing whether hearing touching smelling eating walking sleeping breathing giving up or seizing and opening or closing his eyes that only his senses are acting according to their properties and that he himself is a non doer is indeed the one with true knowledge,ꯃꯍꯥꯛꯅꯥ ꯇꯧꯔꯤꯕꯥ ꯊꯕꯛ ꯈꯨꯗꯤꯡꯃꯛꯇꯥ ꯁꯣꯀꯄꯥ ꯁꯣꯀꯄꯥ ꯃꯍꯤꯛ ꯆꯦꯜꯂꯀꯄꯥ ꯇꯥꯕꯥ ꯆꯥꯕꯥ ꯆꯠꯄꯥ ꯇꯨꯝꯕꯥ ꯁ꯭ꯕꯔ ꯍꯣꯅꯕꯥ ꯊꯥꯗꯣꯀꯄꯥ ꯅꯠꯠꯔꯒꯥ ꯊꯨꯒꯥꯏꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯤꯠ ꯎꯗꯕꯥ ꯅꯠꯠꯔꯒꯥ ꯊꯤꯡꯖꯤꯅꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯏꯟꯗ꯭ꯔꯤ ꯈꯛꯇꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯃꯒꯨꯅꯒꯤ ꯃꯇꯨꯡ ꯏꯟꯅꯥ ꯊꯕꯛ ꯇꯧꯔꯤ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛ ꯃꯁꯥꯃꯛ ꯅꯟ-ꯗꯣꯌꯔꯅꯤ ꯍꯥꯌꯕꯥ ꯈꯉꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨꯅꯥ ꯇꯁꯦꯡꯅꯥ ꯂꯩꯔꯤꯕꯥ ꯑꯗꯨꯅꯤ꯫ ꯑꯆꯨꯝꯕꯥ ꯂꯧꯁꯤꯡ꯫
64,it is a belief or rather experience of the man to whom god is visibly present that he does absolutely nothing,ꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯃꯤꯠ ꯇꯥꯡꯕꯥ ꯃꯤꯁꯛ ꯑꯗꯨꯅꯥ ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯥ ꯇꯧꯗꯦ ꯍꯥꯌꯕꯁꯤ ꯊꯥꯖꯕꯥ ꯅꯠꯔꯒꯥ ꯃꯗꯨꯒꯤ ꯃꯍꯨꯠꯇꯥ ꯑꯦꯛꯁꯄꯔꯤꯌꯦꯟꯁ ꯑꯃꯅꯤ꯫
65,rather than being a mere fancy it is a firm conviction he has arrived at through the performance of action,ꯃꯁꯤ ꯁꯨꯞꯅꯒꯤ ꯐꯦꯟꯁꯤ ꯑꯣꯏꯕꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯃꯍꯥꯛꯅꯥ ꯑꯦꯛꯁꯅꯒꯤ ꯄꯔꯐꯣꯃꯦꯟꯁꯀꯤ ꯈꯨꯠꯊꯥꯡꯗꯥ ꯌꯧꯔꯀꯄꯥ ꯑꯆꯦꯠꯄꯥ ꯊꯥꯖꯕꯥ ꯑꯃꯅꯤ꯫
66,after having known this he cannot but believe that whatever he appears to be doing is really the operation of his senses according to their natural properties,ꯃꯁꯤ ꯈꯉꯂꯕꯥ ꯃꯇꯨꯡꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯇꯧꯔꯤꯕꯥ ꯎꯕꯥ ꯐꯪꯂꯤꯕꯥ ꯊꯕꯛ ꯈꯨꯗꯤꯡꯃꯛ ꯇꯁꯦꯡꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯏꯟꯗ꯭ꯔꯤꯁꯤꯡꯒꯤ ꯃꯍꯧꯁꯥꯒꯤ ꯑꯣꯏꯕꯥ ꯃꯒꯨꯅꯒꯤ ꯃꯇꯨꯡ ꯏꯟꯅꯥ ꯑꯣꯄꯔꯦꯁꯟ ꯇꯧꯕꯅꯤ ꯍꯥꯌꯕꯁꯤ ꯊꯥꯖꯕꯥ ꯉꯃꯗꯦ꯫
67,and when there is nothing higher than god whom he has apprehended what greater joy can he aspire to have by touching any other object or being,ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯂꯧꯁꯤꯜꯂꯕꯥ ꯏꯄꯨꯔꯣꯌꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯋꯥꯡꯕꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯥ ꯂꯩꯠꯔꯕꯥ ꯃꯇꯃꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯑꯇꯣꯞꯄꯥ ꯄꯣꯠꯁꯛ ꯑꯃꯠꯇꯥ ꯅꯠꯔꯒꯥ ꯖꯤꯕ ꯑꯃꯠꯇꯥ ꯊꯨꯒꯥꯌꯗꯨꯅꯥ ꯍꯦꯟꯅꯥ ꯆꯥꯎꯕꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯑꯃꯥ ꯐꯪꯅꯕꯥ ꯋꯥꯁꯀꯄꯥ ꯉꯃꯒꯅꯤ꯫
68,had there been something better beyond there must have been attachment,ꯃꯁꯤꯒꯤ ꯃꯊꯛꯇꯥ ꯍꯦꯟꯅꯥ ꯐꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯥ ꯂꯩꯔꯝꯂꯕꯗꯤ ꯑꯦꯇꯦꯆꯃꯦꯟꯇ ꯂꯩꯔꯃꯒꯅꯤ꯫
69,but after the attainment of god there is no further goal to strive for,ꯑꯗꯨꯕꯨ ꯏꯁ꯭ꯕꯔ ꯐꯪꯂꯕꯥ ꯃꯇꯨꯡꯗꯥ ꯃꯈꯥ ꯇꯥꯅꯥ ꯍꯣꯠꯅꯒꯗꯕꯥ ꯄꯥꯟꯗꯝ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ꯫
70,and neither is there anything left behind for him to renounce,ꯑꯗꯨꯒꯥ ꯃꯍꯥꯛꯅꯥ ꯊꯥꯗꯣꯀꯄꯥ ꯉꯃꯒꯗꯕꯥ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ꯫
71,so the man endowed with attainment is unimmersed in action,ꯑꯗꯨꯅꯥ ꯐꯪꯐꯝ ꯊꯣꯀꯄꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨ ꯊꯕꯛꯇꯥ ꯌꯥꯑꯣꯗꯕꯥ ꯃꯤꯑꯣꯏꯅꯤ꯫
72,this thought is now illustrated by an example,ꯃꯁꯤꯒꯤ ꯋꯥꯈꯜꯂꯣꯟ ꯑꯁꯤ ꯍꯧꯖꯤꯛ ꯈꯨꯗꯝ ꯑꯃꯅꯥ ꯎꯠꯂꯦ꯫
73,the man who acts dedicating all his actions to god and abandoning all attachment is untouched by sin as a lotus leaf is untouched by water,ꯃꯍꯥꯛꯀꯤ ꯊꯕꯛ ꯄꯨꯝꯅꯃꯛ ꯏꯁ꯭ꯕꯔꯗꯥ ꯀꯠꯊꯣꯛꯇꯨꯅꯥ ꯑꯃꯁꯨꯡ ꯑꯦꯇꯦꯆꯃꯦꯟꯇ ꯄꯨꯝꯅꯃꯛ ꯊꯥꯗꯣꯛꯇꯨꯅꯥ ꯊꯕꯛ ꯇꯧꯔꯤꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨ ꯄꯗ꯭ꯝ ꯄꯥꯝꯕꯤ ꯑꯃꯅꯥ ꯏꯁꯤꯡꯅꯥ ꯁꯣꯀꯍꯟꯗꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯄꯥꯄꯅꯥ ꯁꯣꯀꯍꯟꯗꯦ꯫
74,the lotus grows in mud but its leaf floats above the water,ꯄꯗ꯭ꯝ ꯑꯁꯤ ꯏꯁꯤꯡꯗꯥ ꯆꯦꯜꯂꯤ ꯑꯗꯨꯕꯨ ꯃꯁꯤꯒꯤ ꯄꯥꯝꯕꯤ ꯑꯁꯤ ꯏꯁꯤꯡꯒꯤ ꯃꯊꯛꯇꯥ ꯆꯦꯜꯂꯤ꯫
75,ripples pass over it night and day but if you look at the leaf it is always dry,ꯅꯨꯃꯤꯠ ꯈꯨꯗꯤꯡꯒꯤ ꯔꯤꯄꯕ꯭ꯂꯤꯀꯁꯤꯡꯅꯥ ꯃꯗꯨꯒꯤ ꯃꯊꯛꯇꯥ ꯆꯠꯂꯤ ꯑꯗꯨꯕꯨ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯅꯍꯥꯛꯅꯥ ꯄꯥꯝꯕꯤ ꯑꯗꯨ ꯌꯦꯡꯂꯕꯗꯤ ꯃꯇꯝ ꯄꯨꯝꯅꯃꯛꯇꯥ ꯁꯨꯡꯏ꯫
76,not a drop of water clings to it,ꯏꯁꯤꯡꯒꯤ ꯏꯆꯦꯜ ꯑꯃꯠꯇꯥ ꯃꯗꯨꯗꯥ ꯂꯦꯞꯇꯦ꯫
77,so the lotus growing in mud and water is yet unsullied by them,ꯑꯗꯨꯅꯥ ꯃꯩ ꯑꯃꯁꯨꯡ ꯏꯁꯤꯡꯗꯥ ꯄꯣꯀꯄꯥ ꯄꯗ꯭ꯝ ꯑꯁꯤ ꯍꯧꯖꯤꯛ ꯐꯥꯑꯣꯕꯥ ꯃꯈꯣꯌꯅꯥ ꯁꯣꯀꯍꯟꯗꯅꯥ ꯂꯩꯔꯤ꯫
